97.00,43.00,154.00,141.00,212.00,54.00,13.00, 1.00,109.00
190.00,68.00,292.00,187.00,235.00,31.00,31.00, 0.00,150.00
244.00,34.00,321.00,231.00,281.00,46.00,79.00, 0.00,236.00
381.00,77.00,643.00,292.00,383.00,63.00,65.00, 0.00,268.00
159.00,57.00,258.00,106.00,179.00,50.00,57.00, 0.00,161.00
128.00,25.00,218.00,123.00,132.00,38.00,60.00, 0.00,131.00
129.00,30.00,215.00,169.00,197.00,22.00,15.00, 0.00,122.00
228.00,13.00,392.00,143.00,81.00,22.00,32.00, 0.00,75.00
145.00,31.00,175.00,97.00,137.00,23.00,46.00, 0.00,143.00
172.00,102.00,302.00,144.00,159.00,45.00,107.00, 0.00,240.00
139.00,11.00,179.00,70.00,130.00,12.00,19.00, 0.00,83.00
158.00,46.00,284.00,156.00,154.00,33.00,122.00, 0.00,97.00
147.00,108.00,288.00,115.00,189.00,66.00,82.00, 0.00,203.00
249.00,126.00,353.00,197.00,179.00,149.00,92.00, 1.00,226.00
238.00,29.00,626.00,108.00,327.00,14.00,14.00, 0.00,102.00
230.00,63.00,327.00,125.00,131.00,33.00,79.00, 0.00,231.00
153.00,20.00,319.00,164.00,257.00,29.00,48.00, 0.00,180.00
174.00,14.00,403.00,120.00,120.00,10.00,74.00, 0.00,60.00
24.00,35.00,221.00,150.00,195.00,21.00,44.00, 0.00,93.00
46.00,11.00,154.00,85.00,97.00,23.00, 7.00, 0.00, 7.00
114.00,25.00,230.00,80.00,147.00, 3.00,21.00, 0.00,46.00
157.00,25.00,322.00,76.00,82.00,31.00,60.00, 0.00,194.00
156.00,40.00,259.00,85.00,175.00, 9.00,50.00, 0.00,48.00
145.00,56.00,307.00,147.00,96.00,56.00,150.00, 0.00,182.00
56.00,20.00,288.00,59.00,29.00, 9.00,33.00, 0.00,66.00
207.00,116.00,435.00,269.00,150.00,185.00,215.00, 1.00,400.00
172.00,76.00,427.00,145.00,236.00,21.00,141.00, 0.00,137.00
94.00,66.00,207.00,90.00,167.00,23.00,54.00, 0.00,70.00
119.00,16.00,288.00,101.00,186.00,23.00,37.00, 0.00,79.00
114.00,79.00,292.00,71.00,74.00,16.00,26.00, 0.00,36.00
101.00,24.00,203.00,75.00,111.00,13.00, 7.00, 0.00,26.00
202.00,34.00,333.00,122.00,151.00,26.00,21.00, 0.00,174.00
88.00,33.00,194.00,106.00,60.00, 4.00,43.00, 0.00,55.00
131.00,16.00,353.00,82.00,63.00,13.00,66.00, 0.00,160.00
182.00,114.00,490.00,197.00,116.00,79.00,152.00, 0.00,287.00
171.00,30.00,340.00,56.00,150.00,17.00,45.00, 0.00,147.00
283.00,150.00,466.00,246.00,302.00,147.00,186.00, 0.00,257.00
66.00, 8.00,119.00,33.00,27.00, 7.00, 2.00, 0.00, 2.00
