Label	Centroid	Area (pixels)	0 pixel intensity	1 pixel intensity	2 pixel intensity	4 pixel intensity	5 pixel intensity	6 pixel intensity	8 pixel intensity	9 pixel intensity	10 pixel intensity	0 spot number	1 spot number	2 spot number	4 spot number	5 spot number	6 spot number	8 spot number	9 spot number	10 spot number	0 spot intensity	1 spot intensity	2 spot intensity	4 spot intensity	5 spot intensity	6 spot intensity	8 spot intensity	9 spot intensity	10 spot intensity
1	105.96941344298061,1987.196190316355	23834	0.0	0.0	64.26025845430897	6.064361836032559	0.37236720651170596	1.0100696484014433	0.0	0.0	0.7094067298816816	0.0	0.0	58.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	900529.0	79298.0	0.0	0.0	0.0	0.0	0.0
2	113.59812403241963,2165.268736909207	10981	0.0	6.0975321009015575	2.578909024678991	34.759311538111284	4.020763136326382	1.9633913122666424	0.2889536472088152	0.0	0.02531645569620253	0.0	4.0	2.0	21.0	1.0	0.0	0.0	0.0	0.0	0.0	54329.0	19567.0	197498.0	4377.0	0.0	0.0	0.0	0.0
3	130.5799719396703,1688.2545598035776	22808	0.0	0.0	281.4569887758681	17.28424237109786	0.2369344089793055	0.9216064538758331	0.03551385478779376	0.0	0.14074009119607156	0.0	0.0	135.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3586299.0	241569.0	0.0	0.0	0.0	0.0	0.0
4	138.68780924756868,2408.8590684183587	23444	3.9708667462890292	2.405135642381846	195.0848404709094	56.52273502815219	20.628860262753797	10.327247909912984	0.13777512369902747	0.04918102712847637	0.44736393106978334	3.0	2.0	135.0	69.0	34.0	12.0	0.0	0.0	0.0	62546.0	33928.0	2475664.0	766913.0	272814.0	79727.0	0.0	0.0	0.0
5	144.0150244584207,2097.385860703471	8586	0.0	3.750640577684603	3.0936408106219426	15.046936873980899	1.1031912415560214	2.6724901001630563	2.085720941066853	0.040880503144654086	0.09725133938970416	0.0	1.0	2.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	19385.0	14587.0	69893.0	4831.0	0.0	0.0	0.0	0.0
6	145.8376212878565,2256.537268450456	13604	1.1023963540135255	3.8943693031461333	34.74478094678036	53.01536312849162	23.08820935019112	13.313584239929433	1.1706850926198178	0.1693619523669509	0.06365774772125846	1.0	4.0	22.0	47.0	25.0	7.0	1.0	0.0	0.0	10111.0	44579.0	289425.0	410659.0	161483.0	48782.0	8891.0	0.0	0.0
7	170.80416156670748,1452.299003322259	22876	0.0	2.2073351984612692	128.0450253540829	5.766436439937052	0.033397447106137436	1.0654397621961882	0.5313866060500088	0.0	0.6420265780730897	0.0	3.0	117.0	8.0	0.0	2.0	1.0	0.0	0.0	0.0	39576.0	1793955.0	72106.0	0.0	8822.0	6194.0	0.0	0.0
8	234.2410756302521,2339.3052100840337	14875	19.062319327731092	4.099361344537815	7.326453781512605	22.993344537815126	10.03253781512605	4.529210084033614	0.9738487394957983	0.033008403361344536	1.0489411764705883	9.0	3.0	3.0	24.0	9.0	0.0	1.0	0.0	0.0	177616.0	26944.0	42362.0	188425.0	54974.0	0.0	5663.0	0.0	0.0
9	226.592005513439,1676.0730530668504	13059	0.5476682747530439	0.8021288000612604	43.33777471475611	17.57845164254537	2.349184470480129	4.505322000153151	1.2419021364576155	0.023738417949306992	1.1066697296883377	1.0	1.0	28.0	19.0	2.0	2.0	1.0	0.0	0.0	6486.0	9573.0	327758.0	138033.0	15728.0	10048.0	7014.0	0.0	0.0
10	233.7262376237624,2198.7420792079206	8080	0.0	0.0	30.07450495049505	21.386757425742573	1.8215346534653465	2.83279702970297	0.5228960396039604	0.019554455445544554	0.41225247524752473	0.0	0.0	14.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	150323.0	92215.0	5547.0	0.0	0.0	0.0	0.0
11	250.9724688502574,2080.1598895769603	13403	0.02186077743788704	1.5550249944042378	2.417369245691263	16.177124524360217	2.9235245840483475	3.5137655748712975	1.7876594792210698	0.11042303961799597	0.04357233455196598	0.0	2.0	1.0	12.0	2.0	0.0	2.0	0.0	0.0	0.0	19963.0	19380.0	115553.0	11985.0	0.0	16525.0	0.0	0.0
12	221.3345861413513,2691.6095991014345	23148	4.591757387247278	7.839035769828927	209.742915154657	20.686106791083464	8.633877656817004	3.0272593744599967	0.5329186106791084	0.02181613962329359	4.104803870744773	4.0	11.0	112.0	33.0	20.0	1.0	1.0	0.0	2.0	77624.0	129438.0	2473224.0	310047.0	131387.0	13961.0	6478.0	0.0	25042.0
13	249.43286219081273,1942.3095658758202	23772	2.4220090863200405	0.7752397778899546	8.913848224802289	11.728798586572438	1.2432273262661955	3.2921924953727073	0.9865808514218408	0.040341578327444054	0.20149756015480397	1.0	1.0	15.0	22.0	2.0	3.0	1.0	0.0	0.0	27132.0	14201.0	139975.0	172393.0	14814.0	16801.0	7338.0	0.0	0.0
14	240.4880103202307,1521.065032630141	13178	0.04659280619213841	0.879647898011838	11.522841098801033	13.71778722112612	3.6207315222340264	6.322127788738807	0.587494308696312	0.06465320989528	0.11063894369403551	0.0	1.0	12.0	15.0	3.0	2.0	0.0	0.0	0.0	0.0	7857.0	96809.0	98715.0	24514.0	22282.0	858.0	0.0	0.0
15	241.96810384793696,2534.2465461288825	21570	0.9091330551692165	17.965229485396385	47.561659712563745	15.35076495132128	9.081641168289291	7.054102920723227	1.5179415855354659	0.01520630505331479	0.4734816875289754	0.0	22.0	32.0	25.0	15.0	7.0	1.0	0.0	0.0	9265.0	285349.0	512334.0	169672.0	83948.0	50074.0	6892.0	0.0	1759.0
16	317.6883149872989,2179.687383573243	11810	0.3262489415749365	2.093903471634208	77.21439458086367	4.254022015241321	4.6277730736663845	5.940558848433531	1.8120237087214226	0.0859441151566469	12.172819644369179	0.0	1.0	35.0	0.0	3.0	2.0	2.0	0.0	3.0	0.0	17711.0	442451.0	7806.0	18925.0	12794.0	11094.0	0.0	21243.0
17	315.6496809480401,1605.6729261622606	10970	1.3787602552415679	3.6536918869644484	12.091066545123063	21.967547857793985	5.201640838650866	6.846308113035551	1.4334548769371012	0.0439380127620784	1.530355515041021	3.0	2.0	7.0	11.0	4.0	1.0	1.0	0.0	0.0	15125.0	31237.0	68106.0	99907.0	27096.0	9305.0	5013.0	0.0	0.0
18	330.8877201686926,1725.8893574795336	20155	2.73981642272389	3.476953609526172	7.281121309848673	18.75231952369139	1.0031257752418754	3.933167948399901	0.040734309104440584	0.015529645249317787	0.3963780699578268	4.0	5.0	8.0	25.0	2.0	2.0	0.0	0.0	0.0	42686.0	53013.0	78756.0	222116.0	10110.0	7497.0	0.0	0.0	0.0
19	299.0605012964564,1324.03202247191	23140	0.012834917891097666	1.4936905790838375	78.52679343128781	4.056828003457217	1.58038029386344	2.0218236819360413	0.006568712186689715	0.029386343993085567	0.3897579948141746	0.0	2.0	69.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	27295.0	1030563.0	52647.0	17878.0	0.0	0.0	0.0	0.0
20	342.3858818222824,1491.0567583821983	13302	0.0	2.854457976244174	5.364832356036686	46.90294692527439	7.165990076680198	5.843782889791009	0.30401443391971134	0.3112313937753721	0.9204630882574049	0.0	2.0	6.0	48.0	7.0	2.0	0.0	0.0	0.0	0.0	28599.0	38733.0	383069.0	40411.0	8767.0	0.0	0.0	0.0
21	343.180652173913,2639.7892753623187	13800	16.383260869565216	7.668768115942029	69.57971014492753	43.77405797101449	1.8468840579710144	9.164057971014493	0.6484782608695652	0.023043478260869565	5.029855072463768	11.0	5.0	40.0	39.0	0.0	4.0	0.0	0.0	1.0	161902.0	74773.0	531032.0	331201.0	564.0	24157.0	0.0	0.0	13766.0
22	354.07549456943366,2307.673050814585	20624	1.1168056633048875	8.75	3.0908165244375483	8.941524437548487	4.439391000775795	4.3688906128782	2.0223041117145075	0.08334949573312646	0.8007176105508146	1.0	11.0	3.0	12.0	8.0	1.0	3.0	0.0	1.0	16445.0	148137.0	31827.0	92892.0	46868.0	5652.0	22078.0	0.0	6536.0
23	356.5572623648549,2458.077197788758	20441	11.04163201408933	7.247933075681229	27.599726040800352	19.919279878675212	3.069566068196272	10.789149258842523	0.2763074213590333	0.24886258010860526	1.572525805978181	7.0	5.0	28.0	22.0	4.0	7.0	0.0	0.0	0.0	147795.0	89351.0	303611.0	225668.0	18309.0	57324.0	0.0	0.0	0.0
24	359.17092569786536,2773.4189757799672	19488	6.043206075533662	8.489070197044335	57.936525041050906	44.16127873563219	5.595905172413793	7.2569786535303775	0.5599343185550082	0.024066091954022987	0.5665024630541872	6.0	10.0	57.0	52.0	8.0	3.0	0.0	0.0	0.0	80782.0	115757.0	672824.0	508717.0	50392.0	16109.0	0.0	0.0	0.0
25	362.00520926890607,1146.0314352433986	22268	0.0	2.5650709538350998	172.63274654212321	32.647072031614876	1.0196245733788396	1.8633015987066643	1.2911801688521645	0.02186994790731094	0.5035027842644153	0.0	4.0	138.0	34.0	2.0	0.0	1.0	0.0	0.0	0.0	39333.0	2275115.0	393418.0	11201.0	0.0	8008.0	0.0	0.0
26	404.745360878936,2109.3769121589653	19023	1.8100720180833727	29.93392209430689	24.015717815276243	11.083162487515112	7.928717867844188	7.114808389843874	2.3570414761078693	0.06823319139988435	2.8766230352730906	0.0	16.0	22.0	14.0	12.0	5.0	2.0	0.0	0.0	14857.0	269100.0	248340.0	107552.0	72494.0	28442.0	19259.0	0.0	0.0
27	381.40305895439377,1957.645383759733	17980	78.60467185761958	2.8727474972191325	72.04577308120133	6.6689655172413795	4.209899888765295	4.9735261401557285	1.3221913236929923	0.06301446051167964	0.8908787541713015	32.0	4.0	44.0	8.0	5.0	3.0	1.0	0.0	0.0	707743.0	40844.0	723171.0	55477.0	26700.0	14606.0	9125.0	0.0	0.0
28	408.953819186948,1331.8401537113193	14833	0.0	6.101328119733028	9.214589091889705	31.666284635609788	9.931706330479336	21.169756623744355	1.7392975123036474	0.07719274590440235	0.12640733499629206	0.0	6.0	8.0	43.0	10.0	14.0	1.0	0.0	0.0	0.0	76491.0	80851.0	316222.0	64297.0	125918.0	7452.0	0.0	0.0
29	425.49125514403295,1579.7632887517148	11664	0.02717764060356653	1.4152091906721536	12.102794924554184	9.048525377229081	2.718192729766804	5.7187071330589845	1.733196159122085	0.24622770919067216	2.292181069958848	0.0	1.0	7.0	8.0	1.0	0.0	0.0	0.0	1.0	0.0	9391.0	80503.0	56338.0	5930.0	0.0	0.0	0.0	6619.0
30	449.3774396107937,2536.7916501668833	17677	1.4208293262431408	5.3810035639531595	25.50212140069016	10.493352944504158	2.83645414945975	10.669231204389884	1.700458222549075	0.09939469366974034	1.7058324376308198	1.0	5.0	29.0	12.0	5.0	3.0	1.0	0.0	0.0	14296.0	69636.0	267184.0	69889.0	25924.0	13292.0	10962.0	0.0	0.0
31	447.2474514245883,1199.1018558856845	11477	0.0	2.875054456739566	20.805088437745056	19.543608957044523	5.861549185327176	4.009148732247103	0.6241178008190293	0.0	3.5700967151694694	0.0	3.0	11.0	17.0	6.0	0.0	1.0	0.0	0.0	0.0	25627.0	99982.0	123283.0	31221.0	0.0	5503.0	0.0	0.0
32	433.7877472072001,979.330951723049	25333	101.03603994789405	1.5091777523388465	439.99822366083765	37.970196976276	0.6802194765720602	3.958433663600837	0.08380373425966131	0.01961867919314728	16.134607034303084	58.0	3.0	193.0	53.0	2.0	3.0	0.0	0.0	16.0	1425441.0	32388.0	6459237.0	580637.0	9943.0	24047.0	0.0	0.0	124804.0
33	430.98361352187897,1840.546276628027	16477	19.689324512957455	5.225283728834133	12.822358439036233	33.25435455483401	0.9702615767433392	10.012684347878862	1.9700188141045094	0.09188565879711112	3.4441949383989803	9.0	5.0	13.0	30.0	2.0	6.0	2.0	0.0	1.0	194643.0	57803.0	124680.0	287688.0	9981.0	56336.0	14405.0	0.0	5387.0
34	457.1618050186266,2674.9648555563367	14227	4.9628171786040625	8.583397764813382	9.915442468545724	18.602727208828284	20.872495958388978	13.616855275180994	1.7235538061432487	0.07851268714416251	0.8187952484712167	4.0	6.0	5.0	14.0	17.0	8.0	0.0	0.0	0.0	49539.0	97137.0	59406.0	114514.0	158268.0	42910.0	499.0	0.0	0.0
35	463.23601385148135,1492.284032320123	12995	0.0	2.348672566371681	16.583839938437862	7.485725278953444	2.4357060407849174	5.550673335898423	3.0851866102347056	0.0	1.3740669488264716	0.0	1.0	15.0	6.0	1.0	2.0	2.0	0.0	0.0	0.0	22692.0	154581.0	31389.0	10803.0	9355.0	19679.0	0.0	0.0
36	477.8804733136951,2234.6663837435717	20029	1.11168805232413	2.6556493085026713	15.065455090119327	4.340206700284587	3.9249588097258976	4.688851165809576	1.9668979979030405	0.02486394727644915	2.5229417344849967	1.0	3.0	12.0	8.0	6.0	2.0	1.0	0.0	1.0	16509.0	36340.0	163974.0	51151.0	31386.0	7171.0	5578.0	0.0	6212.0
37	466.52089783281735,2818.0307275541795	12920	0.4346749226006192	6.969891640866873	17.095743034055726	7.7859133126934985	7.872600619195047	17.84342105263158	2.677941176470588	0.19210526315789472	0.13660990712074303	0.0	5.0	10.0	5.0	6.0	9.0	1.0	0.0	0.0	0.0	56918.0	107643.0	37792.0	45257.0	72054.0	6575.0	0.0	0.0
38	468.1269535549197,2929.1453885097953	18172	0.0	3.37937486242571	10.61038961038961	5.434459608188422	3.1333370019810696	9.958947831829187	0.7371230464450803	0.035219018269865725	0.0414373761831389	0.0	5.0	10.0	10.0	3.0	10.0	1.0	0.0	0.0	0.0	51270.0	119136.0	60299.0	13626.0	63469.0	6307.0	0.0	0.0
39	484.36326660818247,1975.8704840896403	12539	2.336470212935641	5.532099848472765	5.129755163888667	10.440226493340777	1.763537762181992	6.116117712736263	1.2195549884360795	0.050801499322115	0.7258154557779727	1.0	4.0	2.0	13.0	2.0	1.0	1.0	0.0	0.0	15425.0	57856.0	36120.0	69282.0	9463.0	4356.0	6462.0	0.0	0.0
40	481.1209421147735,1672.0915321826906	16049	0.03732319770702224	1.474795937441585	1.5611564583463144	8.90915321826905	19.700729017384262	6.065549255405322	0.7865287556857125	0.044987226618480904	0.47043429497164935	0.0	1.0	1.0	8.0	25.0	3.0	0.0	0.0	0.0	0.0	18987.0	12692.0	69861.0	170337.0	15356.0	0.0	0.0	0.0
41	488.78151581764314,1408.9476249641593	10463	0.0	18.010991111535887	6.19898690624104	6.103507598203192	14.350186371021696	8.484373506642454	1.913313581190863	0.06613781898117174	0.9223931950683361	0.0	9.0	3.0	7.0	5.0	1.0	0.0	0.0	0.0	0.0	147336.0	16887.0	40077.0	89427.0	6782.0	0.0	0.0	0.0
42	506.6586074260146,1766.6895360703352	12739	0.05000392495486302	0.17450349320982808	39.52963340921579	8.427584582777298	5.472486066410236	8.513148598791114	5.202998665515347	0.025747703901405135	0.3247507653661983	0.0	0.0	22.0	6.0	6.0	4.0	5.0	0.0	0.0	0.0	0.0	281068.0	41301.0	35095.0	35699.0	38540.0	0.0	0.0
43	532.8134651958919,1291.5179155572462	13145	0.0	5.678965386078357	10.15777862305059	7.635831114492202	0.4399391403575504	10.49319132750095	1.998326359832636	0.07873716241917078	6.127120578166603	0.0	3.0	7.0	3.0	0.0	4.0	2.0	0.0	1.0	0.0	48534.0	75499.0	38426.0	1208.0	27902.0	12117.0	0.0	6315.0
44	527.6925115970841,1176.4626526554955	10563	61.35274069866515	8.447789453753668	162.05822209599546	31.28334753384455	0.8912240840670265	6.114456120420335	1.0328505159519077	0.2538104705102717	20.58354634100161	13.0	5.0	59.0	20.0	1.0	1.0	0.0	0.0	4.0	376006.0	71902.0	976953.0	168516.0	3826.0	5015.0	0.0	0.0	32267.0
45	516.9916930193043,2367.9142398640674	21187	2.9496861282862135	7.375749280219003	21.155897484306415	10.395903148156888	7.367300703261434	7.997026478500968	1.2409968376834852	0.11525935715297116	0.6212771982819654	2.0	8.0	27.0	20.0	12.0	5.0	1.0	0.0	0.0	42324.0	113840.0	275146.0	122962.0	68569.0	26833.0	5356.0	0.0	0.0
46	544.4419975878858,881.0490463215259	22387	37.494662080671816	2.6691383392147228	204.53437262697102	40.134274355652835	0.16723991602269175	3.9177647741993122	1.086166078527717	0.006923661053289855	9.142359405011836	27.0	2.0	138.0	51.0	0.0	0.0	1.0	0.0	5.0	545722.0	41854.0	2469790.0	476895.0	0.0	0.0	5338.0	0.0	34552.0
