2261.00,154.00
2404.83,209.74
2568.79,226.56
2748.87,287.08
2923.26,362.40
3072.43,473.62
3112.07,639.44
3260.33,552.47
3373.16,722.12
3459.79,886.72
3555.49,1046.52
3528.14,1232.49
3594.40,1399.13
3711.14,1540.10
3635.35,1693.45
3767.20,1833.43
3758.85,2019.65
3794.18,2203.79
3793.39,2385.82
3720.88,2547.27
3687.16,2677.30
3650.19,2827.38
3677.56,3002.62
3565.57,3140.30
3524.34,3322.16
3514.47,3384.95
3569.47,3531.24
3447.87,3668.28
3476.56,3867.06
3337.17,3975.23
3347.06,4167.06
3253.19,4334.03
3243.64,4506.56
3173.12,4682.50
3093.40,4852.48
3094.69,5038.19
3078.59,5208.59
2985.15,5354.67
2931.41,5510.87
2976.18,5674.15
2902.51,5814.61
2700.70,5824.98
2515.91,5828.70
2326.58,5826.22
2232.42,5696.11
2252.67,5547.91
2279.22,5362.15
2308.84,5181.37
2227.61,5024.86
2029.63,4893.14
1732.39,4791.81
1489.18,4770.14
1335.76,4839.60
1271.56,4999.75
1207.26,5180.15
1175.18,5363.17
1163.58,5552.34
1130.57,5734.38
1062.00,5816.11
831.59,5837.17
766.35,5740.77
777.63,5539.94
774.00,5351.88
770.20,5168.39
793.66,4986.75
746.99,4812.90
727.73,4634.90
709.42,4471.91
646.30,4314.97
690.61,4130.59
826.04,4000.73
782.20,3838.56
836.43,3663.88
891.75,3486.80
846.82,3309.44
819.47,3129.85
879.65,2948.30
884.68,2763.99
834.70,2620.11
790.05,2446.71
749.93,2266.63
627.15,2128.28
492.21,1997.57
388.04,1852.41
289.96,1712.91
301.86,1513.34
428.48,1382.53
472.38,1196.97
550.79,1045.14
639.13,931.80
757.65,791.19
904.01,680.44
1018.07,526.24
1200.04,473.18
1330.45,369.78
1506.73,288.73
1665.45,375.14
1855.38,378.64
2026.55,305.30
2170.00,182.00
