2228.76,220.66
2457.69,243.81
2275.83,307.71
2553.75,322.90
2130.55,313.96
2396.47,340.24
2728.13,355.97
2032.07,352.81
2233.29,414.02
2334.55,420.21
1531.26,383.83
2637.12,424.26
2135.17,456.19
2849.14,408.58
1370.41,421.52
2002.22,450.26
1751.50,440.85
1865.99,448.25
2991.24,477.31
1640.39,490.72
1481.89,498.66
2859.52,537.89
1451.61,578.63
2394.51,544.98
2642.74,532.99
1965.84,534.24
1315.15,532.55
1879.78,553.24
2514.03,545.85
1601.02,571.33
1118.76,549.30
1213.83,576.30
1774.83,595.41
2244.60,585.79
2761.78,592.33
2030.86,617.63
1920.51,645.75
1321.61,656.90
2609.28,645.47
2991.16,647.22
3261.95,632.92
2117.14,663.12
1021.36,642.88
1600.30,665.62
1729.04,686.91
2727.73,704.73
2246.66,707.10
1483.83,712.85
2821.42,721.10
3178.67,736.00
1208.73,725.91
2902.10,729.68
1052.91,755.29
2544.76,745.45
1890.48,745.04
3314.23,770.78
1580.53,793.64
943.55,763.96
2262.24,801.05
2352.54,770.61
1714.80,785.79
3097.79,793.10
2658.70,793.62
1822.87,807.64
1149.82,785.16
1127.15,831.52
2173.81,821.76
1356.82,811.98
1998.83,809.09
2870.40,837.88
2425.88,837.05
3001.99,831.61
1454.94,849.60
858.05,837.34
2757.07,846.87
1244.47,846.57
1742.42,895.45
1084.93,894.88
2546.62,886.21
2054.58,892.61
3245.84,899.25
698.62,888.80
2672.62,910.00
760.77,915.17
955.26,920.85
1883.45,913.14
1226.36,933.32
3399.93,919.93
803.36,967.38
2191.88,953.40
1624.99,943.78
2824.73,951.02
2955.15,959.30
2085.54,1004.70
1367.91,992.28
2452.30,990.15
2686.83,1016.26
1044.71,999.36
1856.11,1021.08
3085.06,998.53
1973.23,990.62
1953.74,1060.54
1214.99,1039.13
3257.14,1027.09
2318.99,1018.50
2568.29,1026.98
3360.38,1069.65
3487.88,1056.98
950.82,1048.80
2830.58,1069.35
1764.02,1051.95
1484.31,1064.40
808.90,1070.54
1645.91,1069.99
1574.83,1112.99
3052.01,1111.09
579.02,1100.92
1063.90,1115.57
2556.98,1126.37
945.04,1157.33
2378.58,1136.14
3177.60,1126.56
855.72,1168.38
2221.64,1139.66
1732.64,1152.72
714.66,1152.84
2930.55,1159.16
1802.99,1166.33
2761.37,1169.05
1641.97,1181.29
1922.11,1155.32
3280.69,1163.52
1364.28,1196.11
3023.82,1230.62
1097.33,1204.00
1980.25,1182.56
2091.96,1203.56
2622.11,1205.15
2444.46,1219.97
2006.81,1242.81
3449.15,1215.85
3230.81,1244.53
1505.11,1232.86
546.80,1228.27
1841.70,1250.47
1686.11,1264.33
3319.05,1255.13
1239.87,1242.94
2270.95,1271.24
690.83,1283.11
3134.65,1271.00
2695.03,1281.34
1117.80,1306.48
2551.30,1308.16
1954.44,1320.03
805.03,1281.17
887.87,1295.71
2818.61,1282.73
545.15,1338.78
1212.16,1355.27
2928.64,1344.44
2833.12,1374.44
1573.62,1351.87
3483.55,1358.78
2418.89,1360.02
3403.82,1357.17
3128.21,1375.58
3294.91,1372.15
2691.56,1383.86
3361.02,1389.16
1801.72,1379.26
1402.82,1361.48
1689.93,1395.00
995.87,1378.08
788.13,1387.50
2319.60,1415.98
2192.23,1372.30
1503.09,1409.01
612.91,1414.79
1299.32,1421.28
2229.63,1450.96
2779.88,1464.72
3207.91,1428.85
1909.52,1450.59
2131.82,1443.22
2042.48,1428.94
2506.88,1455.99
919.89,1463.42
415.82,1445.50
2966.46,1457.55
796.10,1485.99
3229.05,1491.93
1436.73,1492.25
3448.60,1486.53
1199.10,1495.40
1526.43,1518.24
684.96,1491.89
3631.46,1506.13
1632.00,1523.70
3020.33,1532.06
527.54,1528.27
601.10,1547.86
2032.31,1550.28
2290.14,1551.08
3111.53,1564.45
2604.09,1538.46
2181.19,1562.85
3305.39,1557.54
1341.08,1557.61
946.03,1568.15
355.41,1570.75
3542.95,1604.54
3209.29,1599.43
2495.78,1599.42
1923.18,1575.99
2688.01,1576.89
798.21,1596.42
669.44,1609.14
1756.32,1580.27
1078.74,1581.29
2821.87,1589.54
2112.13,1646.40
3407.98,1623.48
1419.44,1622.33
1205.75,1608.03
455.51,1638.98
1101.63,1668.00
1154.21,1654.24
1935.91,1673.53
2335.76,1664.60
2947.56,1657.60
1821.30,1672.00
1677.22,1674.69
2687.85,1683.91
1537.92,1656.72
976.19,1680.51
1238.90,1687.98
817.03,1699.33
2797.10,1716.38
649.56,1705.74
3222.13,1705.98
2596.51,1701.52
1305.54,1721.32
1414.52,1724.63
345.73,1739.74
3057.42,1715.17
2457.18,1728.93
486.16,1748.88
1546.24,1763.28
3352.30,1747.08
899.54,1774.67
2598.64,1777.68
3625.55,1752.28
1130.19,1778.20
583.33,1770.16
3496.01,1752.64
1827.11,1793.55
3427.44,1812.03
3088.08,1800.25
1673.27,1796.83
1315.96,1816.46
2015.78,1787.53
1012.41,1794.81
1925.54,1841.55
1420.37,1828.04
2908.38,1806.89
2198.31,1829.53
2461.17,1839.49
2080.94,1855.11
3204.26,1820.96
791.48,1845.36
2326.59,1853.69
2644.78,1839.79
990.67,1880.57
