 3.00,14.00,251.00,74.00,30.00,11.00,22.00, 0.00, 3.00
37.00, 0.00,181.00,55.00,62.00,11.00, 4.00, 0.00,25.00
34.00,43.00,382.00,140.00,94.00,44.00,32.00, 0.00,45.00
104.00,46.00,258.00,79.00,11.00,18.00,37.00, 0.00,88.00
142.00,48.00,336.00,95.00,33.00,20.00,24.00, 0.00,82.00
107.00, 6.00,227.00,73.00,46.00,24.00, 4.00, 0.00,22.00
50.00,17.00,204.00,91.00,30.00,16.00,53.00, 0.00,19.00
113.00, 3.00,282.00,69.00,14.00,10.00, 8.00, 0.00,21.00
17.00,19.00,130.00,57.00,13.00, 3.00,13.00, 0.00, 2.00
60.00,11.00,244.00,54.00,18.00, 9.00, 9.00, 0.00,15.00
46.00,14.00,261.00,62.00,15.00,11.00,24.00, 0.00,17.00
38.00,11.00,303.00,54.00,21.00,11.00,14.00, 0.00, 7.00
108.00,30.00,308.00,91.00,74.00,14.00,43.00, 0.00,25.00
22.00,17.00,111.00,46.00,23.00,29.00,20.00, 0.00, 7.00
39.00,10.00,54.00,24.00,14.00, 6.00, 7.00, 0.00, 8.00
20.00,28.00,132.00,64.00,27.00,12.00,16.00, 0.00, 3.00
185.00,28.00,368.00,52.00,30.00,16.00,61.00, 0.00,24.00
84.00,12.00,126.00,60.00, 5.00,28.00,27.00, 0.00,70.00
23.00,31.00,157.00,52.00,26.00,18.00,23.00, 0.00, 4.00
107.00,21.00,190.00,82.00, 6.00,60.00,53.00, 2.00,105.00
91.00,23.00,131.00,56.00,20.00,14.00,18.00, 0.00,43.00
28.00,21.00,138.00,117.00,13.00,115.00,72.00, 0.00,86.00
 1.00,13.00,116.00,23.00, 8.00, 4.00,33.00, 0.00, 7.00
 6.00,22.00,266.00,36.00, 6.00, 6.00,28.00, 0.00,13.00
70.00,21.00,181.00,19.00,16.00, 9.00,21.00, 0.00,28.00
24.00,16.00,267.00,43.00,32.00, 9.00,14.00, 0.00,30.00
108.00,31.00,200.00,32.00, 9.00,13.00,28.00, 0.00,13.00
41.00,22.00,143.00,42.00,10.00, 8.00,30.00, 0.00, 7.00
174.00,57.00,440.00,150.00,53.00,89.00,92.00, 0.00,223.00
24.00, 9.00,241.00,26.00, 8.00, 4.00, 9.00, 0.00, 3.00
23.00,29.00,241.00,43.00,14.00, 5.00,31.00, 0.00,43.00
59.00,38.00,146.00,56.00,21.00, 9.00,12.00, 0.00,32.00
43.00,15.00,43.00,21.00,31.00, 8.00,22.00, 0.00,45.00
14.00,16.00,57.00,33.00,19.00, 2.00,10.00, 0.00,18.00
38.00,11.00,141.00,15.00,15.00,18.00, 8.00, 0.00,12.00
35.00,18.00,26.00,66.00,13.00, 6.00,17.00, 0.00,11.00
17.00,14.00,126.00,23.00,13.00, 6.00, 2.00, 0.00, 0.00
56.00,47.00,457.00,241.00,137.00,139.00,204.00, 0.00,232.00
108.00,31.00,347.00,32.00, 5.00, 6.00, 9.00, 0.00, 8.00
34.00,10.00,239.00,28.00,50.00,13.00,34.00, 0.00,142.00
26.00,28.00,159.00,51.00,23.00, 8.00,13.00, 0.00,27.00
 6.00,12.00,68.00,55.00,19.00, 6.00,31.00, 0.00, 1.00
41.00, 7.00,53.00,18.00,11.00, 6.00,11.00, 0.00, 4.00
40.00,28.00,393.00,38.00,13.00,13.00,29.00, 0.00,57.00
 0.00, 3.00,40.00,26.00, 6.00, 4.00, 7.00, 0.00, 1.00
27.00,47.00,26.00,33.00,47.00,10.00, 7.00, 0.00, 1.00
63.00,29.00,240.00,104.00,73.00,40.00,77.00, 0.00,197.00
12.00,50.00,171.00,132.00,75.00,84.00,105.00, 0.00,104.00
42.00,13.00,90.00,75.00,32.00,17.00,36.00, 0.00,23.00
34.00,16.00,252.00,50.00,34.00, 8.00,25.00, 0.00,28.00
45.00,11.00,47.00,59.00,18.00, 3.00,24.00, 0.00,23.00
126.00,14.00,213.00,11.00,18.00, 2.00, 6.00, 0.00,66.00
113.00, 6.00,146.00,17.00, 7.00, 2.00, 5.00, 0.00,20.00
48.00,26.00,285.00,73.00,39.00,12.00, 9.00, 0.00,16.00
24.00,11.00,101.00,39.00,18.00, 6.00,39.00, 0.00, 1.00
116.00, 2.00,119.00,61.00,41.00, 8.00,22.00, 0.00, 2.00
32.00,26.00,54.00,32.00,10.00, 4.00,11.00, 0.00, 5.00
55.00,35.00,216.00,74.00,31.00,13.00,16.00, 0.00,23.00
 9.00,12.00,18.00,14.00, 5.00, 4.00, 0.00, 0.00, 0.00
20.00,32.00,286.00,80.00,39.00,15.00,65.00, 0.00,31.00
39.00,32.00,351.00,172.00,70.00,72.00,135.00, 0.00,211.00
10.00,26.00,245.00,40.00, 1.00, 9.00, 7.00, 0.00,13.00
17.00, 4.00,17.00,22.00,23.00, 3.00,18.00, 0.00,19.00
 6.00,23.00,108.00,52.00,45.00,14.00,41.00, 0.00,30.00
 7.00,16.00,27.00,26.00, 1.00, 5.00, 2.00, 0.00, 3.00
17.00,15.00,141.00,54.00, 5.00, 7.00,12.00, 0.00,14.00
 4.00,13.00,18.00,29.00,10.00, 5.00, 4.00, 0.00, 2.00
24.00,11.00,119.00,17.00,11.00, 3.00, 9.00, 0.00,15.00
88.00, 6.00,151.00,21.00,11.00, 3.00, 3.00, 0.00, 0.00
54.00,15.00,196.00,36.00,36.00, 6.00,29.00, 0.00, 7.00
17.00, 4.00,233.00, 5.00, 5.00, 8.00, 2.00, 0.00,17.00
47.00,31.00,252.00,81.00,39.00,58.00,75.00, 0.00,62.00
 4.00, 9.00,78.00,17.00,30.00, 2.00,15.00, 0.00, 7.00
58.00,34.00,258.00,36.00,40.00,13.00,13.00, 0.00,21.00
19.00,43.00,36.00,27.00,13.00,11.00,13.00, 0.00,14.00
55.00,19.00,237.00,42.00,45.00,10.00,15.00, 0.00,40.00
46.00,15.00,79.00,15.00,11.00, 2.00,11.00, 0.00, 5.00
 0.00, 7.00,73.00,12.00,22.00, 5.00,13.00, 0.00,19.00
13.00,21.00,180.00,64.00,10.00,10.00,25.00, 0.00, 7.00
33.00, 7.00,24.00,42.00,13.00,10.00,26.00, 0.00, 9.00
38.00,41.00,67.00,28.00,10.00, 6.00, 4.00, 0.00, 8.00
11.00,16.00, 5.00,14.00,24.00, 5.00,22.00, 0.00,11.00
43.00,24.00,95.00,66.00,40.00,21.00,32.00, 0.00,40.00
65.00,40.00,238.00,49.00,218.00,25.00,22.00, 0.00, 9.00
29.00,28.00,123.00,40.00,26.00,19.00,41.00, 0.00, 4.00
88.00,13.00,99.00,28.00,23.00, 8.00,34.00, 0.00, 1.00
13.00,16.00,207.00,78.00,15.00,27.00,70.00, 0.00,41.00
58.00,17.00,44.00,41.00,13.00, 1.00,15.00, 0.00,18.00
46.00,22.00,76.00,23.00,20.00, 3.00,14.00, 0.00,25.00
15.00,17.00,22.00,34.00,13.00,16.00,30.00, 0.00,25.00
 3.00, 8.00, 2.00,15.00,34.00, 1.00,11.00, 0.00, 2.00
 2.00, 4.00,49.00, 9.00, 8.00, 1.00,21.00, 0.00,68.00
17.00,19.00, 7.00,12.00,31.00, 3.00,17.00, 0.00,12.00
52.00,27.00,20.00,44.00,39.00, 4.00, 8.00, 0.00,108.00
28.00,31.00,41.00,12.00, 6.00,14.00,24.00, 0.00,18.00
18.00, 8.00,35.00,13.00, 3.00, 8.00,40.00, 0.00,66.00
44.00,19.00,80.00,13.00,10.00, 5.00,12.00, 0.00, 0.00
20.00,24.00,98.00,44.00,53.00,13.00, 7.00, 0.00, 6.00
21.00,21.00,119.00,26.00,41.00, 6.00,12.00, 0.00,21.00
45.00,26.00,257.00,115.00,59.00,77.00,110.00, 0.00,114.00
 0.00,12.00, 2.00,18.00,12.00, 6.00, 0.00, 0.00, 0.00
43.00,11.00,21.00,10.00, 5.00, 9.00,28.00, 0.00,15.00
60.00,19.00, 4.00,12.00, 9.00, 6.00,11.00, 0.00,28.00
80.00,27.00,44.00,17.00,21.00, 7.00, 6.00, 0.00, 1.00
 7.00, 6.00,17.00,20.00, 9.00, 2.00, 2.00, 0.00, 0.00
10.00,24.00,184.00,47.00,53.00, 4.00,15.00, 0.00, 0.00
11.00, 9.00,10.00, 6.00, 9.00, 2.00, 6.00, 0.00, 0.00
 5.00,16.00, 4.00, 5.00,41.00, 9.00, 0.00, 0.00, 4.00
41.00,20.00,41.00,28.00,47.00, 6.00, 3.00, 0.00,21.00
35.00,12.00,89.00,29.00,14.00, 4.00, 7.00, 0.00,30.00
77.00,94.00,251.00,108.00,126.00,18.00,56.00, 0.00,141.00
46.00,35.00,23.00,26.00,16.00,10.00,17.00, 0.00, 6.00
25.00,20.00,29.00,19.00, 6.00, 6.00,24.00, 0.00, 2.00
10.00,16.00,64.00,21.00,13.00, 3.00, 5.00, 0.00, 3.00
49.00,15.00,21.00,33.00,10.00, 5.00,15.00, 0.00, 1.00
12.00,13.00,28.00,22.00,22.00, 8.00, 6.00, 0.00, 4.00
25.00,29.00,131.00,46.00,41.00,16.00,45.00, 0.00,13.00
105.00,12.00,68.00,49.00,37.00,11.00, 7.00, 0.00, 6.00
16.00,14.00,15.00, 5.00, 0.00, 5.00, 6.00, 0.00, 0.00
65.00, 7.00,30.00,17.00,12.00, 9.00, 7.00, 0.00,39.00
106.00,34.00,257.00,86.00,44.00,64.00,106.00, 0.00,57.00
84.00,14.00,118.00,38.00,27.00, 7.00,46.00, 0.00,10.00
 8.00,19.00, 5.00,16.00, 6.00, 7.00,19.00, 0.00, 2.00
112.00,18.00,272.00,48.00,42.00,17.00,23.00, 0.00,34.00
41.00,31.00, 7.00, 8.00,20.00, 9.00,24.00, 0.00, 9.00
43.00,12.00, 9.00,20.00,17.00, 6.00,11.00, 0.00,60.00
14.00,19.00,15.00,24.00,10.00, 4.00,17.00, 0.00, 1.00
19.00, 7.00,30.00,15.00,43.00, 5.00, 3.00, 0.00,39.00
28.00,32.00,24.00,29.00,74.00,14.00,40.00, 0.00, 4.00
19.00,32.00,36.00,24.00,52.00,19.00,40.00, 0.00,13.00
19.00, 6.00,22.00, 9.00, 4.00, 6.00, 5.00, 0.00,13.00
78.00,32.00,294.00,43.00,93.00,39.00,34.00, 0.00, 7.00
23.00,14.00, 0.00,20.00,19.00, 7.00,14.00, 0.00,22.00
23.00,21.00, 8.00,22.00,13.00, 4.00,18.00, 0.00,14.00
46.00,24.00,149.00,66.00,29.00,38.00,45.00, 0.00,61.00
38.00,10.00, 1.00,11.00, 6.00, 2.00,19.00, 0.00, 0.00
23.00, 5.00, 5.00, 4.00, 8.00, 2.00, 9.00, 0.00, 8.00
