Label	Centroid	Area (pixels)	0 pixel intensity	1 pixel intensity	2 pixel intensity	4 pixel intensity	5 pixel intensity	6 pixel intensity	8 pixel intensity	9 pixel intensity	10 pixel intensity	0 spot number	1 spot number	2 spot number	4 spot number	5 spot number	6 spot number	8 spot number	9 spot number	10 spot number	0 spot intensity	1 spot intensity	2 spot intensity	4 spot intensity	5 spot intensity	6 spot intensity	8 spot intensity	9 spot intensity	10 spot intensity
1	239.3725875197548,2256.671375891959	20881	2801.3209137493413	118.63042957712753	5835.59537378478	739.7417748192137	266.8796513576936	316.7080120683875	368.70216943632965	2.176907236243475	1372.8677745318712	272.0	86.0	271.0	293.0	238.0	450.0	237.0	0.0	333.0	27490655.0	1559475.0	50311183.0	8032046.0	3118864.0	4437988.0	3974445.0	0.0	13347626.0
2	232.50553695596187,2137.905142072281	11649	1415.0387157695939	52.693621770109026	5719.254871662803	479.02377886513864	169.52674049274617	244.77628981028414	183.73053480985493	0.19340715941282513	741.123873293845	190.0	32.0	143.0	125.0	93.0	173.0	101.0	0.0	164.0	9084154.0	417322.0	25852316.0	2878781.0	1021715.0	1663937.0	1135972.0	0.0	4417713.0
3	305.37781054183563,2183.804644305197	2713	3797.618503501659	310.72429045337265	9808.147069664577	1400.6314043494287	547.7397714706966	447.30777736822705	590.0040545521563	3.6634721710283817	1577.0976778474014	48.0	26.0	56.0	47.0	65.0	66.0	55.0	0.0	70.0	5687510.0	522446.0	13839057.0	1934920.0	964349.0	785299.0	949231.0	0.0	2614560.0
4	276.96323288568624,1960.4258925646905	12212	1209.7225679659352	92.94718309859155	3723.437684245005	383.5972813625942	179.61513265640355	187.67736652472976	189.71511627906978	0.29593842122502456	516.5139207337046	118.0	46.0	191.0	112.0	111.0	152.0	93.0	0.0	123.0	7330690.0	740880.0	26847507.0	2528011.0	1184737.0	1417000.0	1250552.0	0.0	3232580.0
5	284.5164364334786,1868.3331609662407	13537	507.4459629164512	44.31328950284406	2343.0785255226415	285.6678732363153	95.56489621038635	125.77387899830096	123.48009160079782	0.12122331388047573	465.5592080963286	104.0	23.0	135.0	99.0	59.0	95.0	76.0	0.0	123.0	3720380.0	401142.0	17920835.0	1963054.0	642309.0	822859.0	911146.0	0.0	3481434.0
6	307.9207988980716,2127.5740358126723	2904	3618.322658402204	228.40151515151516	6819.004476584022	1058.8553719008264	433.8099173553719	380.21143250688704	323.7689393939394	1.4714187327823691	1247.8477961432507	53.0	18.0	51.0	54.0	36.0	82.0	47.0	0.0	69.0	5660728.0	385372.0	9239365.0	1664643.0	692203.0	744960.0	489535.0	0.0	2020426.0
7	304.02858607140826,2420.2950287569047	17561	1325.9742611468596	96.98211946927852	4027.827287739878	379.19640111610954	102.47064517965947	178.61904219577474	226.25180798360003	0.7611183873355731	1087.6318546779796	217.0	72.0	240.0	191.0	83.0	159.0	174.0	0.0	309.0	11905067.0	1183553.0	32698090.0	3660028.0	954957.0	1553959.0	2059482.0	0.0	10028189.0
8	309.46589499793305,2046.2734601074824	9676	3822.9738528317484	106.75713104588672	7092.733567589913	608.4535965274907	277.9877015295577	360.49906986358	510.5823687474163	0.8491112029764365	1841.290615957007	170.0	39.0	221.0	138.0	101.0	224.0	177.0	0.0	194.0	19035339.0	631039.0	38402153.0	3017326.0	1425448.0	2203508.0	2779298.0	0.0	9523861.0
9	349.97639198218263,2172.1875278396437	4490	5882.2222717149225	164.1991091314031	7714.030957683742	1149.7532293986637	440.89510022271713	482.20467706013363	547.6694877505568	2.7737193763919823	1469.1472160356348	78.0	25.0	80.0	78.0	100.0	143.0	81.0	0.0	93.0	12545559.0	419218.0	15812068.0	2766782.0	1292429.0	1494476.0	1352302.0	0.0	3368012.0
10	381.18781396856264,2082.3874574623237	6171	4733.67671366067	110.91216982660833	7412.209204342894	820.5195268189921	321.6389564090099	387.28293631502186	551.1357964673473	1.7655161238048938	1681.8901312591152	115.0	32.0	132.0	121.0	93.0	138.0	128.0	0.0	142.0	15156755.0	436784.0	24756696.0	2818938.0	1096460.0	1444293.0	2000800.0	0.0	5827602.0
11	352.77104924473343,1794.039558355348	14763	1715.3803427487637	155.21689358531464	5007.130054866897	579.9003590056221	266.70967960441646	261.3284562758247	204.64837770100928	0.5815213709950552	760.711576237892	206.0	82.0	253.0	195.0	172.0	229.0	134.0	0.0	283.0	12521512.0	1442632.0	38869716.0	4381575.0	2132943.0	2101771.0	1475357.0	0.0	6727383.0
12	387.44725932749884,1980.2171810225702	8684	4468.820013818517	297.77602487333024	6147.533279594657	803.7584062643942	241.7138415476739	373.71787194841085	623.4297558728697	1.2288116075541224	1804.018079226163	160.0	103.0	183.0	174.0	103.0	238.0	188.0	0.0	206.0	20607303.0	1689570.0	28676080.0	4006782.0	1124708.0	2133553.0	3291534.0	0.0	8929740.0
13	367.81724137931036,2340.038638373121	11310	2336.633333333333	369.40972590627763	7139.233068081344	753.7505747126437	275.49053934571174	423.6902740937224	644.7083996463307	1.9964633068081343	1661.433952254642	210.0	145.0	193.0	215.0	133.0	287.0	210.0	0.0	251.0	13953096.0	2675948.0	36416124.0	4894462.0	1730657.0	3099709.0	4010232.0	0.0	10418012.0
14	424.6557981562348,2159.1891314895684	10305	5216.212421154779	106.12954876273653	5366.009995147986	790.9833090732654	315.8249393498302	436.6181465308103	541.1377001455604	1.7920426977195536	1851.0930616205726	173.0	49.0	217.0	167.0	145.0	231.0	220.0	0.0	231.0	25651230.0	710247.0	28603322.0	4314401.0	1996927.0	2693115.0	3259659.0	0.0	10411506.0
15	398.7777001963779,2559.794501418285	22915	1855.731049530875	83.0607462360899	3745.385380754964	363.9832860571678	226.2114335588043	228.75151647392536	345.29029020292387	0.27388173685358935	1253.655378572987	304.0	77.0	409.0	235.0	206.0	273.0	268.0	0.0	332.0	19965095.0	1291510.0	44807157.0	4198900.0	2770751.0	2599428.0	3894393.0	0.0	12397519.0
16	431.1429927989238,2453.711244757458	12637	2684.4696526074226	142.35229880509615	5633.109203133655	556.4962411964865	272.4338054918098	293.8789269605128	441.0045105642162	0.5234628471947456	1310.0348183904407	193.0	72.0	247.0	204.0	148.0	246.0	207.0	0.0	279.0	16075939.0	1163002.0	36434465.0	3828134.0	1834017.0	2062989.0	2948453.0	0.0	9189125.0
17	397.07742645709743,1694.6630175524433	16351	1619.4795425356247	158.57598923613236	3877.8904042566205	434.5003975292031	144.71897743257293	233.9507675371537	303.38003791817016	0.28230689254479846	973.8016635068192	229.0	107.0	290.0	197.0	107.0	263.0	187.0	0.0	235.0	13265081.0	1638561.0	33109879.0	3736346.0	1124065.0	2223793.0	2674329.0	0.0	7806681.0
18	427.16734299516907,1887.2949758454106	10350	1605.269082125604	86.86782608695653	6311.866183574879	744.0959420289855	121.82869565217392	384.68183574879225	525.5111111111111	1.6159420289855073	1707.8366183574879	189.0	35.0	246.0	192.0	63.0	298.0	207.0	0.0	220.0	8702679.0	540214.0	37451477.0	4279558.0	633295.0	2716729.0	3201064.0	0.0	8925140.0
19	418.98241842610366,2249.134280230326	13025	2705.30103646833	299.2677159309021	5352.129443378119	772.8565067178503	288.8796161228407	393.2319385796545	665.8290211132438	1.2512859884836853	1504.1070249520153	208.0	144.0	287.0	243.0	161.0	323.0	252.0	0.0	279.0	16892898.0	2552887.0	37803121.0	5588585.0	2089913.0	3280233.0	4899314.0	0.0	10484323.0
20	437.2032478338211,2692.751075916681	17427	1054.1059849658575	64.32461123543926	3295.365983818213	200.2597119412406	127.76760199690136	190.41200436104896	260.3333333333333	0.19624720261662937	829.5936190968038	251.0	48.0	295.0	104.0	100.0	160.0	168.0	0.0	312.0	10696187.0	726555.0	29944673.0	1755825.0	1166511.0	1646894.0	2195152.0	0.0	7658742.0
21	472.41435079726654,2329.3711845102507	8780	2319.7078587699316	242.34589977220958	4590.183826879271	431.26116173120727	239.38451025056946	275.3353075170843	484.09760820045557	3.033143507972665	1393.776993166287	133.0	75.0	163.0	130.0	86.0	173.0	136.0	0.0	179.0	9504779.0	1291912.0	19859761.0	2070302.0	1123977.0	1400581.0	2184342.0	0.0	6449798.0
22	487.32608370329723,1623.675612311069	20047	2403.6959146006884	171.10575148401256	4288.239736618945	487.04973312715117	265.404599191899	334.16241831695515	570.2521574300395	0.6148550905372375	1294.8545418267072	334.0	145.0	451.0	275.0	234.0	378.0	363.0	0.0	411.0	22136483.0	2259855.0	47049029.0	4988830.0	3049652.0	3755631.0	6158662.0	0.0	13017514.0
23	480.2666585306322,1952.484622894801	8194	3232.1773248718573	170.9516719550891	4540.794605809128	509.3030266048328	189.57603124237247	345.46167927752015	581.4022455455212	0.8426897730046375	1865.7492067366366	148.0	61.0	192.0	122.0	60.0	188.0	162.0	0.0	183.0	14701043.0	938902.0	21307613.0	2139094.0	720811.0	1739177.0	2686326.0	0.0	8748096.0
24	469.59318610288176,2807.2209130083493	14852	418.29538109345543	21.220239698357123	1293.093253433881	150.69727982763266	145.36453002962563	99.96896040937247	170.65560193913277	0.20798545650417452	493.89051979531376	98.0	15.0	144.0	73.0	80.0	88.0	93.0	0.0	170.0	3444246.0	234394.0	10263696.0	1184406.0	1171064.0	793149.0	1233107.0	0.0	3779626.0
25	496.7447992764211,1780.2205524246851	14373	2253.6782160996313	240.8277325540945	5619.120086272873	553.1921658665553	431.95804633688164	344.13727127252486	589.5432407987198	2.0621303833576845	2068.9432268837404	247.0	131.0	332.0	260.0	268.0	333.0	281.0	0.0	272.0	15744945.0	2129745.0	46353409.0	4442738.0	3632834.0	3002677.0	4451307.0	0.0	14458283.0
26	496.06214479861626,2073.9330368173955	16188	3420.2641462811957	247.433963429701	4702.356004447739	659.6983568075117	210.5011119347665	336.33030639980234	520.1284902396837	0.6860019767729182	1683.3872003953545	289.0	146.0	401.0	274.0	148.0	331.0	329.0	0.0	372.0	28498645.0	2503052.0	45223208.0	5764455.0	1788045.0	3185917.0	4914571.0	0.0	15295813.0
27	557.4837331879316,1945.4784623773173	11004	1642.4966375863323	137.57506361323155	3017.0129952744455	301.2095601599418	151.40276263177026	288.55198109778263	434.3230643402399	0.3238822246455834	1126.0183569611052	204.0	73.0	258.0	110.0	80.0	191.0	123.0	0.0	204.0	10096006.0	1092802.0	18631571.0	1691351.0	832337.0	1858793.0	2171138.0	0.0	6622268.0
28	541.8360115911486,2422.6720231822974	15184	1951.7809536354057	129.57079820864067	3367.6502897787145	350.3185590094837	246.4831401475237	273.18348261327714	508.4069415173867	0.6257244467860906	1137.765937829294	249.0	91.0	277.0	207.0	165.0	226.0	230.0	0.0	251.0	15295908.0	1405949.0	25731285.0	2975373.0	2088119.0	2147919.0	3741573.0	0.0	7864298.0
29	546.5961229314421,2282.5954609929076	10575	1164.5140425531915	121.46052009456265	2694.8590070921987	253.8614657210402	313.25219858156026	275.75111111111113	495.1660520094563	0.255886524822695	1668.487375886525	173.0	52.0	240.0	97.0	160.0	180.0	183.0	0.0	181.0	6589781.0	867651.0	15751080.0	1375085.0	1910130.0	1685308.0	2851170.0	0.0	8545820.0
30	549.6262890564876,2749.0483299984608	6497	1570.0683392334925	135.94305063875635	4359.399261197475	404.415268585501	290.43435431737726	305.5413267661998	459.1977835924273	1.393566261351393	1507.7420347852856	103.0	35.0	142.0	67.0	92.0	108.0	106.0	0.0	121.0	5175291.0	569715.0	15464676.0	1242395.0	1060100.0	1069808.0	1647038.0	0.0	4716084.0
31	548.9133663366337,2639.2604424504952	12928	1614.9038521039604	102.29478650990099	4100.085860148515	459.57758353960395	266.0926670792079	276.0573174504951	427.870823019802	0.546875	1103.4829826732673	237.0	61.0	266.0	182.0	153.0	193.0	188.0	0.0	207.0	11428672.0	923808.0	28041079.0	3253461.0	1906503.0	1846064.0	2819145.0	0.0	7523985.0
32	553.8475040105691,1498.7719637633293	21194	1627.6773143342455	140.7867792771539	3696.182787581391	438.42488440124566	283.6047466264037	253.75313768047562	446.3854864584316	0.5467585165612909	1155.0577521940172	378.0	146.0	507.0	293.0	267.0	302.0	282.0	0.0	399.0	17644980.0	1984447.0	44837157.0	4962824.0	3319971.0	2682060.0	4739172.0	0.0	13078890.0
33	576.9069263070463,2891.4992386138156	21671	245.61561533847077	50.640302708689035	2435.022564717826	156.84121637211018	111.43975820220571	104.56993216741267	202.9081722117115	0.27405288173134607	848.0194730284712	117.0	44.0	222.0	108.0	92.0	120.0	150.0	0.0	250.0	2991925.0	736140.0	25139226.0	1784842.0	1252546.0	1079305.0	2198593.0	0.0	8506634.0
34	584.6551348829978,1839.2718650392599	12863	2005.446318899168	165.4537044235404	2995.2711653580036	347.3932986084117	133.6867760242556	234.92699992225764	422.14374562699214	0.5628546995257716	1359.487911062738	195.0	91.0	307.0	170.0	83.0	166.0	202.0	0.0	224.0	11962670.0	1375666.0	24077780.0	2445399.0	859110.0	1500276.0	2849537.0	0.0	9100166.0
35	580.2833916310403,2192.426674439694	15438	2662.3748542557328	242.99915792201062	2830.0806451612902	334.2482834564063	281.7187459515481	243.5844668998575	653.6685451483353	0.375955434641793	1776.7522995206632	267.0	149.0	365.0	179.0	219.0	221.0	266.0	0.0	312.0	20950462.0	2522070.0	25327268.0	2735857.0	2548576.0	1934709.0	5191898.0	0.0	14700936.0
36	585.2878117586715,2552.4003333974483	15597	1105.0406488427261	91.20228249022247	1952.4827210360968	257.5359363980253	142.93697505930626	222.98602295313202	341.9285118933128	0.09456946848752966	555.2667179585818	227.0	59.0	330.0	132.0	103.0	186.0	178.0	0.0	225.0	8687225.0	978400.0	17760859.0	2026271.0	1182776.0	1695905.0	2399899.0	0.0	4659499.0
37	608.9052783803326,2747.4167751265363	6915	2360.1339117859725	120.07274041937816	4874.056832971801	539.5697758496024	369.19363702096894	343.65596529284164	396.39074475777295	0.530296456977585	1042.4932754880695	129.0	39.0	148.0	106.0	108.0	142.0	117.0	0.0	142.0	8951850.0	530705.0	17940978.0	1954706.0	1479373.0	1366359.0	1502256.0	0.0	3830451.0
38	635.4652971560886,2023.2972154604286	16843	2132.599240040373	227.20714837024283	2498.249717983732	238.18767440479724	247.06756516060085	236.187793148489	311.6979754200558	0.37095529300005936	1143.0637653624651	304.0	122.0	435.0	143.0	155.0	199.0	228.0	0.0	328.0	18555257.0	2301238.0	25730012.0	1992981.0	2284009.0	1851540.0	2541105.0	0.0	10252315.0
