 4.00, 3.00,230.00,104.00,50.00,24.00, 0.00, 0.00, 4.00
37.00,15.00,365.00,140.00,24.00,30.00, 7.00, 0.00,18.00
 8.00, 5.00,292.00,144.00,19.00,15.00, 5.00, 0.00, 8.00
59.00, 3.00,375.00,88.00,12.00,15.00, 2.00, 0.00, 5.00
34.00, 6.00,215.00,78.00,26.00,10.00, 1.00, 0.00, 2.00
19.00,13.00,285.00,69.00,26.00,20.00, 3.00, 0.00, 0.00
48.00, 8.00,308.00,120.00,13.00,20.00,10.00, 0.00, 8.00
77.00,17.00,234.00,48.00,16.00, 6.00, 4.00, 0.00, 4.00
34.00, 3.00,197.00,109.00, 9.00,11.00, 1.00, 0.00, 5.00
 0.00, 4.00,136.00,35.00, 1.00, 8.00, 0.00, 0.00, 0.00
 0.00, 6.00,107.00, 7.00, 3.00, 2.00, 1.00, 0.00, 0.00
17.00, 6.00,185.00,26.00,28.00,15.00, 0.00, 0.00, 0.00
23.00, 8.00,251.00,20.00, 4.00, 5.00, 0.00, 0.00, 1.00
 8.00, 8.00,193.00,38.00,22.00, 8.00, 0.00, 0.00, 0.00
35.00, 8.00,218.00,66.00,38.00, 6.00, 8.00, 0.00,50.00
 8.00, 3.00,183.00,74.00,18.00,18.00, 2.00, 0.00, 1.00
52.00,15.00,180.00,57.00,40.00,17.00,11.00, 0.00, 4.00
141.00,10.00,289.00,64.00, 8.00, 6.00,14.00, 0.00,18.00
 9.00, 5.00,182.00,87.00,33.00,16.00, 4.00, 0.00,11.00
29.00, 1.00,207.00,63.00, 9.00, 7.00, 0.00, 0.00,22.00
 7.00,12.00,158.00,49.00, 1.00, 8.00, 2.00, 0.00, 4.00
36.00, 7.00,193.00,29.00,10.00, 6.00, 0.00, 0.00,34.00
49.00,13.00,304.00,73.00,11.00, 5.00, 3.00, 0.00,15.00
 6.00, 5.00,55.00,21.00, 3.00,12.00, 3.00, 0.00, 2.00
 7.00,12.00,258.00,61.00,27.00,37.00,10.00, 0.00,10.00
 6.00, 5.00,86.00,63.00,26.00,15.00, 3.00, 0.00, 1.00
27.00, 3.00,188.00,52.00,42.00,14.00, 3.00, 0.00, 7.00
17.00, 7.00,241.00,34.00,13.00,18.00, 4.00, 0.00, 3.00
14.00, 4.00,312.00,59.00,17.00,14.00, 0.00, 0.00, 2.00
46.00,10.00,213.00,36.00,11.00, 8.00, 6.00, 0.00, 4.00
 7.00, 7.00,34.00,41.00, 0.00,13.00, 5.00, 0.00, 0.00
98.00, 3.00,254.00,42.00, 2.00, 7.00, 1.00, 0.00,23.00
 3.00, 5.00,183.00,28.00, 2.00, 4.00, 3.00, 0.00,14.00
 6.00, 6.00,164.00,32.00, 4.00, 7.00, 3.00, 0.00, 3.00
19.00, 6.00,204.00,62.00,20.00,11.00, 2.00, 0.00, 4.00
13.00, 1.00,74.00,20.00, 0.00, 4.00, 4.00, 0.00, 3.00
14.00, 5.00,187.00,37.00, 6.00,14.00, 0.00, 0.00, 0.00
 0.00, 1.00,151.00,30.00,14.00, 3.00, 2.00, 0.00, 1.00
 7.00, 8.00,315.00,72.00,24.00, 7.00, 5.00, 0.00, 0.00
24.00, 9.00,214.00,77.00,19.00,20.00, 9.00, 0.00, 0.00
 6.00, 6.00,61.00,43.00, 9.00, 8.00, 3.00, 0.00, 0.00
 2.00, 4.00,73.00,16.00, 0.00, 3.00, 0.00, 0.00, 1.00
14.00, 2.00,92.00,26.00,13.00, 2.00, 1.00, 0.00, 0.00
12.00, 5.00,122.00, 7.00, 0.00, 1.00, 0.00, 0.00, 0.00
 8.00, 3.00,153.00,32.00, 3.00, 9.00, 3.00, 0.00, 0.00
 0.00, 5.00,24.00, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00
117.00, 2.00,198.00,75.00,24.00,23.00, 5.00, 0.00,48.00
 5.00, 4.00,30.00,31.00,16.00, 6.00, 1.00, 0.00, 0.00
 0.00, 2.00,85.00, 6.00, 2.00, 1.00, 2.00, 0.00, 0.00
 2.00, 2.00,185.00,12.00,16.00, 9.00, 7.00, 0.00, 1.00
79.00, 6.00,298.00,59.00,20.00,20.00, 2.00, 0.00,34.00
 5.00, 4.00,227.00, 9.00,11.00, 2.00, 2.00, 0.00, 1.00
