185.00, 5.00,643.00,301.00,355.00,93.00,30.00, 0.00,360.00
26.00, 2.00,160.00,102.00,179.00,17.00, 3.00, 0.00,35.00
 0.00, 2.00,13.00,48.00,123.00, 5.00, 1.00, 0.00, 0.00
 1.00, 3.00,37.00,95.00,197.00,14.00,10.00, 0.00, 0.00
12.00, 0.00,350.00,101.00,162.00, 8.00,36.00, 0.00,57.00
176.00,19.00,537.00,202.00,272.00,72.00,80.00, 0.00,201.00
 0.00,16.00,120.00,138.00,216.00,11.00, 0.00, 0.00, 2.00
230.00, 9.00,367.00,165.00,209.00,53.00,136.00, 0.00,190.00
202.00, 7.00,385.00,164.00,196.00,62.00,110.00, 0.00,189.00
230.00,10.00,490.00,222.00,254.00,69.00,120.00, 0.00,261.00
200.00,32.00,437.00,208.00,266.00,100.00,74.00, 0.00,100.00
193.00,21.00,410.00,165.00,178.00,86.00,108.00, 0.00,229.00
139.00, 2.00,370.00,149.00,208.00,48.00,138.00, 0.00,194.00
256.00, 4.00,400.00,198.00,305.00,43.00,168.00, 0.00,33.00
187.00, 0.00,328.00,161.00,181.00,34.00,69.00, 0.00,125.00
174.00,12.00,284.00,127.00,193.00,78.00,101.00, 0.00,153.00
 6.00, 3.00,151.00,99.00,203.00,45.00,13.00, 0.00,38.00
349.00,13.00,538.00,120.00,271.00,15.00,66.00, 1.00,115.00
223.00,13.00,409.00,172.00,211.00,67.00,125.00, 0.00,152.00
53.00, 2.00,265.00,111.00,130.00,43.00,89.00, 0.00,122.00
229.00,28.00,489.00,222.00,291.00,92.00,96.00, 0.00,211.00
 3.00, 1.00,49.00,83.00,184.00,29.00, 3.00, 0.00,25.00
171.00,18.00,381.00,133.00,210.00,42.00,126.00, 0.00,213.00
47.00, 6.00,165.00,52.00,76.00,14.00,34.00, 0.00,87.00
146.00, 8.00,289.00,105.00,134.00,44.00,103.00, 0.00,123.00
308.00,22.00,543.00,198.00,263.00,101.00,181.00, 0.00,245.00
 7.00, 6.00,138.00,116.00,216.00,39.00,17.00, 0.00,47.00
223.00,14.00,394.00,161.00,244.00,65.00,100.00, 0.00,285.00
274.00,21.00,588.00,227.00,293.00,113.00,117.00, 0.00,292.00
155.00,10.00,279.00,111.00,137.00,54.00,101.00, 0.00,65.00
193.00, 7.00,460.00,176.00,219.00,88.00,134.00, 0.00,234.00
171.00, 1.00,345.00,129.00,163.00,21.00,40.00, 0.00,45.00
99.00,18.00,275.00,137.00,201.00,51.00,103.00, 0.00,156.00
11.00,12.00,168.00,126.00,179.00,31.00,15.00, 0.00,46.00
146.00, 9.00,173.00,71.00,124.00,33.00,76.00, 0.00,117.00
304.00,25.00,441.00,171.00,270.00,42.00,174.00, 0.00,327.00
205.00,29.00,429.00,192.00,256.00,113.00,180.00, 0.00,276.00
 4.00,13.00,173.00,138.00,196.00,24.00,10.00, 0.00,77.00
165.00,13.00,210.00,92.00,169.00,26.00,49.00, 0.00,226.00
180.00, 4.00,368.00,165.00,279.00,57.00,138.00, 0.00,184.00
108.00,20.00,198.00,89.00,164.00,33.00,53.00, 0.00,97.00
70.00,16.00,176.00,94.00,150.00,62.00,52.00, 1.00,112.00
225.00,30.00,430.00,186.00,201.00,74.00,154.00, 0.00,289.00
316.00, 9.00,560.00,155.00,271.00,20.00,87.00, 0.00,280.00
241.00,22.00,493.00,155.00,240.00,54.00,102.00, 0.00,202.00
118.00, 8.00,125.00,45.00,98.00,19.00,68.00, 0.00,100.00
149.00,10.00,165.00,120.00,173.00,39.00,105.00, 0.00,203.00
199.00,16.00,336.00,119.00,126.00,39.00,164.00, 0.00,235.00
97.00, 0.00,287.00,63.00,154.00,13.00,70.00, 0.00,176.00
 4.00, 1.00,23.00,60.00,121.00, 9.00, 1.00, 0.00, 1.00
92.00, 2.00,114.00,54.00,125.00,11.00,54.00, 0.00,91.00
210.00,24.00,346.00,218.00,235.00,36.00,116.00, 0.00,151.00
78.00, 6.00,137.00,78.00,86.00,12.00,53.00, 0.00,70.00
210.00,27.00,361.00,92.00,106.00,40.00,143.00, 0.00,219.00
61.00,22.00,169.00,92.00,105.00,26.00,19.00, 0.00,52.00
192.00,24.00,362.00,159.00,179.00,178.00,144.00, 2.00,226.00
217.00,21.00,359.00,79.00,235.00,20.00,147.00, 1.00,259.00
119.00,11.00,278.00,97.00,161.00,15.00,78.00, 0.00,77.00
163.00,19.00,311.00,104.00,75.00,27.00,109.00, 0.00,126.00
229.00,32.00,496.00,183.00,263.00,82.00,220.00, 0.00,332.00
57.00,13.00,345.00,108.00,122.00,36.00,82.00, 0.00,137.00
156.00,10.00,311.00,71.00,130.00,46.00,117.00, 0.00,190.00
207.00,19.00,355.00,127.00,245.00,42.00,95.00, 0.00,183.00
129.00,23.00,287.00,172.00,188.00,129.00,118.00, 0.00,222.00
36.00,13.00,136.00,69.00,89.00,25.00,14.00, 1.00,22.00
81.00,48.00,325.00,136.00,172.00,68.00,56.00, 1.00,110.00
 0.00, 3.00,88.00,49.00,72.00,16.00,11.00, 0.00,51.00
226.00, 4.00,234.00,46.00,128.00,15.00,73.00, 0.00,81.00
127.00,24.00,447.00,183.00,243.00,55.00,122.00, 0.00,194.00
52.00, 1.00,38.00,78.00,142.00,11.00,88.00, 0.00,182.00
103.00,37.00,301.00,135.00,151.00,48.00,107.00, 0.00,138.00
